,lat,lon,house_number,road,neighbourhood,city,county,state,postcode,country
260,38.5722,-121.74696,,F Street,,,Yolo County,California,CA 95616,USA
261,38.57489,-121.75412,599,Mockingbird Place,,,Yolo County,California,95616,USA
262,38.53363,-121.79077,,Apiary Drive,,,Yolo County,California,95616-5270,USA
263,38.55695,-121.72895,1903,Georgia Place,,,Yolo County,California,95617,USA
264,34.07892,-118.25342,1482,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
265,34.0914,-118.25345,2117,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
266,34.08991,-118.2547,2025,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
267,34.09468,-118.24799,2432,Echo Park Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
268,34.09474,-118.24805,2436,Echo Park Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
269,34.08654,-118.24769,2006,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
270,34.08645,-118.2479,1400,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
271,34.08667,-118.24771,1423,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
272,34.08667,-118.24754,2016,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
273,34.08676,-118.24744,2023,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
274,34.08671,-118.2475,2019,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
275,34.08692,-118.24726,2036,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
276,34.082,-118.25051,1735,Sargent Place,Echo Park,LA,Los Angeles County,California,90026,USA
277,34.08083,-118.25155,1694,Sargent Court,Echo Park,LA,Los Angeles County,California,90026,USA
278,34.07986,-118.25285,1501,Bruce Court,Echo Park,LA,Los Angeles County,California,90026,USA
279,34.08409,-118.25545,1744,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
280,34.08417,-118.25533,1756,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
281,34.08427,-118.25519,1770,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
282,34.08379,-118.25604,1677,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
283,34.09147,-118.25338,2121,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
284,34.08996,-118.25444,2034,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
285,34.09197,-118.25325,2027,Cove Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
286,34.08782,-118.25402,1918,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
287,34.08676,-118.25433,1882,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
288,34.0911,-118.25071,2138,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
289,34.09456,-118.25301,2242,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
290,34.09157,-118.24571,1503,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
291,34.0837,-118.25415,1708,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
292,34.0818,-118.2544,1614,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
293,34.0814,-118.25369,,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026-3148,USA
294,34.08163,-118.25093,1689,Sargent Place,Echo Park,LA,Los Angeles County,California,90026,USA
295,34.07921,-118.2532,1517,Sargent Place,Echo Park,LA,Los Angeles County,California,90026,USA
296,34.08236,-118.25911,1556,Liberty Street,Echo Park,LA,Los Angeles County,California,90026,USA
297,34.08391,-118.2557,1718,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
298,34.09022,-118.25293,2081,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
299,34.09043,-118.25112,2114,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
300,34.08772,-118.25562,1934,Avalon Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
301,34.08459,-118.25927,1653,North Alvarado Street,Echo Park,LA,Los Angeles County,California,90026,USA
302,34.08952,-118.25008,,Baxter Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
303,34.0916,-118.25063,2163,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
304,34.08347,-118.25422,1701,Lucretia Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
305,34.08361,-118.25615,1657,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
306,34.08268,-118.25848,1912,Berkeley Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
307,34.08186,-118.25801,1898,Grafton Street,Echo Park,LA,Los Angeles County,California,90026,USA
308,34.0811,-118.25844,1896,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
309,34.0814,-118.25369,,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026-3148,USA
310,34.09217,-118.25346,2099,Cove Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
311,34.09217,-118.25346,2099,Cove Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
312,34.09553,-118.25044,1999,Landa Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
313,34.09183,-118.24631,1525,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
314,34.0911,-118.24505,1456,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
315,34.0915,-118.24388,2326,Vista Gordo Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
316,34.0915,-118.24388,2326,Vista Gordo Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
317,34.09142,-118.2437,2320,Vista Gordo Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
318,34.08965,-118.24772,2152,Valentine Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
319,34.08683,-118.24736,2029,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
320,34.08662,-118.2476,2012,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
321,34.08703,-118.24713,2045,Park Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
322,34.0863,-118.24796,1999,Park Drive,Echo Park,LA,Los Angeles County,California,90026,USA
323,34.08622,-118.24805,1977,Park Drive,Echo Park,LA,Los Angeles County,California,90026,USA
324,34.08609,-118.24879,1998,Duane Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
325,34.08609,-118.24879,1998,Duane Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
326,34.08609,-118.24879,1998,Duane Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
327,34.08609,-118.24879,1998,Duane Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
328,34.08609,-118.2488,1990,Duane Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
329,34.08617,-118.24897,1999,Duane Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
330,34.08617,-118.24811,1962,Park Drive,Echo Park,LA,Los Angeles County,California,90026,USA
331,34.08072,-118.25286,1635,Bruce Court,Echo Park,LA,Los Angeles County,California,90026,USA
332,34.0788,-118.25194,1540,Portia Street,Echo Park,LA,Los Angeles County,California,90026,USA
333,34.09085,-118.25382,2098,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
334,34.09112,-118.25387,2001,Baxter Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
335,34.08629,-118.2559,1851,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
336,34.08625,-118.25571,1846,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
337,34.09164,-118.25038,2182,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
338,34.09251,-118.24593,2399,Valentine Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
339,34.09084,-118.24398,2301,Vista Gordo Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
340,34.08428,-118.2538,1726,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
341,34.08366,-118.25439,1717,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
342,34.07887,-118.2519,1558,Portia Street,Echo Park,LA,Los Angeles County,California,90026,USA
343,34.08916,-118.25642,,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
344,34.08893,-118.25656,,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
345,34.09086,-118.25548,,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
346,34.09222,-118.25345,2052,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
347,34.09237,-118.25261,2178,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
348,34.09253,-118.25139,2205,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
349,34.08989,-118.25142,1798,Baxter Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
350,34.08368,-118.25699,1648,Lake Shore Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
351,34.08679,-118.253,1701,Avalon Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
352,34.08766,-118.25281,1946,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
353,34.09149,-118.25048,2158,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
354,34.09134,-118.25079,2155,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
355,34.09468,-118.25294,2260,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
356,34.09556,-118.25074,1901,Whitmore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
357,34.09556,-118.25078,1903,Whitmore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
358,34.09114,-118.24514,1465,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
359,34.09119,-118.24471,2399,Vista Gordo Drive,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
360,34.09068,-118.24408,1420,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
361,34.0845,-118.25442,1759,Effie Street,Echo Park,LA,Los Angeles County,California,90026,USA
362,34.08443,-118.25426,1735,Effie Street,Echo Park,LA,Los Angeles County,California,90026,USA
363,34.08345,-118.2539,1701,Ashmore Place,Echo Park,LA,Los Angeles County,California,90026,USA
364,34.08229,-118.2578,1898,Berkeley Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
365,34.08299,-118.25653,1589,Lemoyne Street,Echo Park,LA,Los Angeles County,California,90026,USA
366,34.08152,-118.2582,1514,Lake Shore Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
367,34.08122,-118.25829,1881,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
368,34.08155,-118.25442,1600,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
369,34.08334,-118.25214,1789,Morton Terrace,Echo Park,LA,Los Angeles County,California,90026,USA
370,34.08099,-118.25391,1583,Parmer Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
371,34.08142,-118.25091,1676,Sargent Place,Echo Park,LA,Los Angeles County,California,90026,USA
372,34.07932,-118.25312,1533,Sargent Place,Echo Park,LA,Los Angeles County,California,90026,USA
373,34.09114,-118.25374,2101,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
374,34.08121,-118.25432,1582,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
375,34.09387,-118.24794,1598,Altivo Way,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
376,34.09317,-118.24587,2451,Valentine Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
377,34.09309,-118.24589,2441,Valentine Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
378,34.09161,-118.2458,1507,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
379,34.09111,-118.24589,2267,Avon Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
380,34.09137,-118.24545,,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90065-1256,USA
381,34.09099,-118.24478,1454,Cerro Gordo Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
382,34.08968,-118.24889,2130,Princeton Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
383,34.08411,-118.25026,1845,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
384,34.08321,-118.25228,1588,Morton Terrace,Echo Park,LA,Los Angeles County,California,90026,USA
385,34.08332,-118.25212,1779,Morton Terrace,Echo Park,LA,Los Angeles County,California,90026,USA
386,34.08336,-118.25215,1799,Morton Terrace,Echo Park,LA,Los Angeles County,California,90026,USA
387,34.08301,-118.25129,1727,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
388,34.08257,-118.25091,1701,,Echo Park,LA,Los Angeles County,California,90026,USA
389,34.08266,-118.25197,1719,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
390,34.08254,-118.25183,1722,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
391,34.08248,-118.25193,1716,Morton Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
392,34.07894,-118.25347,1484,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
393,34.08088,-118.25365,1574,Parmer Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
394,34.08173,-118.2544,1610,Echo Park Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
395,34.08082,-118.25561,1642,Grafton Street,Echo Park,LA,Los Angeles County,California,90026,USA
396,34.08035,-118.25628,1631,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
397,34.08078,-118.25727,1713,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
398,34.08089,-118.25797,1840,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
399,34.081,-118.25821,1868,Scott Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
400,34.08148,-118.25822,1512,Lake Shore Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
401,34.08165,-118.25836,1521,Lake Shore Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
402,34.08168,-118.2581,1522,Lake Shore Avenue,Echo Park,LA,Los Angeles County,California,90026,USA
403,34.08355,-118.25814,1924,Delta Street,Echo Park,LA,Los Angeles County,California,90026,USA
404,34.08443,-118.25935,1641,North Alvarado Street,Echo Park,LA,Los Angeles County,California,90026,USA
405,34.08491,-118.25909,1677,North Alvarado Street,Echo Park,LA,Los Angeles County,California,90026,USA
406,34.08607,-118.25841,1727,North Alvarado Street,Echo Park,LA,Los Angeles County,California,90026,USA
407,34.0863,-118.25869,2122,Aaron Street,Hathaway Hills Estates,LA,Los Angeles County,California,90026,USA
408,34.08616,-118.25775,1700,North Alvarado Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
409,34.08641,-118.25588,1855,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
410,34.08685,-118.25577,1871,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
411,34.08574,-118.25453,1838,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
412,34.08652,-118.25279,1694,Avalon Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
413,34.08704,-118.25427,1894,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
414,34.08719,-118.25569,1883,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
415,34.08807,-118.25392,1928,Lemoyne Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
416,34.08915,-118.25494,1990,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
417,34.08944,-118.25561,2016,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
418,34.09011,-118.25435,2044,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
419,34.09068,-118.25327,1940,Baxter Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
420,34.0907,-118.25289,1901,Baxter Street,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
421,34.09123,-118.25363,2107,Lake Shore Avenue,Silver Lake Heights,LA,Los Angeles County,California,90039,USA
422,34.09018,-118.25127,2104,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
423,34.09175,-118.25032,2198,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
424,34.08952,-118.25008,,Baxter Street,Silver Lake Heights,LA,Los Angeles County,California,90026-3148,USA
425,34.08846,-118.25232,1998,Vestal Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
426,34.08846,-118.2522,1790,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
427,34.08836,-118.25197,1752,Ewing Street,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
428,34.08965,-118.24891,2128,Princeton Avenue,Silver Lake Heights,LA,Los Angeles County,California,90026,USA
429,34.09201,-118.28053,,Sanborn Avenue,Silver Lake,LA,Los Angeles County,California,90029-2105,USA
430,34.09384,-118.28168,1150,Myra Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
431,34.09517,-118.2814,4237,Effie Street,Silver Lake,LA,Los Angeles County,California,90029,USA
432,34.09319,-118.28036,4039,Wit Place,Silver Lake,LA,Los Angeles County,California,90029,USA
433,34.09243,-118.27904,1136,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
434,34.09342,-118.2778,3858,Effie Street,Silver Lake,LA,Los Angeles County,California,90026,USA
435,34.09538,-118.27842,1280,Sanborn Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
436,34.09516,-118.27765,1269,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
437,34.09385,-118.27878,3932,Effie Street,Silver Lake,LA,Los Angeles County,California,90029,USA
438,34.09523,-118.27851,1270,Sanborn Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
439,34.09494,-118.27892,1245,Sanborn Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
440,34.09288,-118.28205,4181,Gateway Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
441,34.09278,-118.28196,4161,Gateway Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
442,34.09227,-118.2782,1653,Griffith Park Boulevard,Silver Lake,LA,Los Angeles County,California,90026,USA
443,34.09276,-118.27837,1671,Griffith Park Boulevard,Silver Lake,LA,Los Angeles County,California,90026,USA
444,34.09629,-118.28313,1335,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
445,34.09674,-118.28313,1377,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
446,34.09679,-118.28313,1381,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
447,34.09719,-118.28313,1419,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
448,34.09809,-118.28353,4348,Sunset Drive,Los Feliz,LA,Los Angeles County,California,90027,USA
449,34.09655,-118.28293,1358,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
450,34.09696,-118.28293,1396,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
451,34.09321,-118.28266,4218,Gateway Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
452,34.0933,-118.28276,4228,Gateway Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
453,34.09341,-118.28288,4240,Gateway Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
454,34.09638,-118.28313,1343,Talmadge Street,Los Feliz,LA,Los Angeles County,California,90027,USA
455,34.09291,-118.27662,3742,Effie Street,Silver Lake,LA,Los Angeles County,California,90026,USA
456,34.09289,-118.27875,1160,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
457,34.09338,-118.27843,1186,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
458,34.09359,-118.2807,1100,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
459,34.09597,-118.27579,1823,Griffith Park Boulevard,Silver Lake,LA,Los Angeles County,California,90026,USA
460,34.09644,-118.27526,1883,Griffith Park Boulevard,Silver Lake,LA,Los Angeles County,California,90026,USA
461,34.09624,-118.27549,1857,Griffith Park Boulevard,Silver Lake,LA,Los Angeles County,California,90026,USA
462,34.09409,-118.28039,1160,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
463,34.094,-118.28067,1141,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
464,34.09518,-118.27993,1247,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
465,34.09529,-118.27963,1264,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
466,34.09394,-118.28352,1098,Bates Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
467,34.08831,-118.27752,,Golden Gate Avenue,Silver Lake,LA,Los Angeles County,California,90026-2106,USA
468,34.0882,-118.27798,1385,Maltman Avenue,Silver Lake,LA,Los Angeles County,California,90026,USA
469,34.08807,-118.27727,3443,Larissa Drive,Silver Lake,LA,Los Angeles County,California,90026,USA
470,34.08791,-118.27738,3456,Larissa Drive,Silver Lake,LA,Los Angeles County,California,90026,USA
471,34.08688,-118.27644,3421,Larissa Drive,Silver Lake,LA,Los Angeles County,California,90026,USA
472,34.08628,-118.27607,3358,Larissa Drive,Silver Lake,LA,Los Angeles County,California,90026,USA
473,34.08322,-118.27551,,,Silver Lake,LA,Los Angeles County,California,90026-2106,USA
474,34.08387,-118.27435,3040,North Vendome Street,Silver Lake,LA,Los Angeles County,California,90026,USA
475,34.0812,-118.27633,833,North Vendome Street,Silver Lake,LA,Los Angeles County,California,90026,USA
476,34.08146,-118.27618,835,North Vendome Street,Silver Lake,LA,Los Angeles County,California,90026,USA
477,34.08133,-118.27671,3151,Marathon Street,Echo Park,LA,Los Angeles County,California,90026,USA
478,34.08639,-118.27831,,Tularosa Drive,Silver Lake,LA,Los Angeles County,California,90026-2106,USA
479,34.08686,-118.27838,3479,Descanso Drive,Silver Lake,LA,Los Angeles County,California,90026,USA
480,34.08386,-118.27826,899,Micheltorena Street,Silver Lake,LA,Los Angeles County,California,90026,USA
481,34.08412,-118.27809,917,Micheltorena Street,Silver Lake,LA,Los Angeles County,California,90026,USA
482,34.08714,-118.28132,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
483,34.08668,-118.28181,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
484,34.08637,-118.282,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
485,34.08625,-118.28208,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
486,34.08595,-118.28227,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
487,34.08828,-118.28417,800,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
488,34.08376,-118.28364,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
489,34.08445,-118.2832,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
490,34.08068,-118.27959,3357,Ellsworth Street,Silver Lake,LA,Los Angeles County,California,90026,USA
491,34.08,-118.28208,611,Tularosa Drive,Silver Lake,LA,Los Angeles County,California,90026,USA
492,34.08027,-118.28302,604,Maltman Avenue,Silver Lake,LA,Los Angeles County,California,90026,USA
493,34.0807,-118.28275,634,Maltman Avenue,Silver Lake,LA,Los Angeles County,California,90026,USA
494,34.08056,-118.28284,624,Maltman Avenue,Silver Lake,LA,Los Angeles County,California,90026,USA
495,34.08665,-118.28328,837,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
496,34.09147,-118.28204,1050,Manzanita Street,Silver Lake,LA,Los Angeles County,California,90029,USA
497,34.08878,-118.28015,,Lucille Avenue,Silver Lake,LA,Los Angeles County,California,90026-1530,USA
498,34.09201,-118.28053,,Sanborn Avenue,Silver Lake,LA,Los Angeles County,California,90029-2105,USA
499,34.09115,-118.28131,1039,Sanborn Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
500,34.08706,-118.28279,860,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
501,34.08665,-118.28305,840,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
502,34.09022,-118.28066,1019,Hyperion Avenue,Silver Lake,LA,Los Angeles County,California,90029,USA
